what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333244808862
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1333244811824
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1333244812818
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.saveAll",1333244825133
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333244893173
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333244900058
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1333244906571
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1333244915916
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333244919518
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333244929973
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1333244936366
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1333244944911
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1333244972639
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1333244983335
activated,editor,com.android.ide.eclipse.adt,14.0.0.v201110171935-205994,"com.android.ide.eclipse.editors.manifest.ManifestEditor",1333244983600
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1333244985465
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1333244986556
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1333244992445
activated,view,com.android.ide.eclipse.ddms,14.0.0.v201110171935-205994,"com.android.ide.eclipse.ddms.views.LogCatView",1333245008828
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1333245054930
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333245057649
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333245124392
activated,view,com.android.ide.eclipse.ddms,14.0.0.v201110171935-205994,"com.android.ide.eclipse.ddms.views.LogCatView",1333245126216
started,bundle,org.eclipse.ui.externaltools,3.2.0.v20110506,"org.eclipse.ui.externaltools",1333245131099
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333245131546
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333245133101
executed,command,org.eclipse.ui.externaltools,3.2.0.v20110506,"org.eclipse.ui.externaltools.ExternalToolMenuDelegateToolbar",1333245133113
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1333245146864
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333245147017
error,log,,,"An internal error has occurred.",1333245147068
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333245147221
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1333245147228
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333245152726
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333245152865
activated,view,com.android.ide.eclipse.ddms,14.0.0.v201110171935-205994,"com.android.ide.eclipse.ddms.views.LogCatView",1333245155279
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1333245206143
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333245232554
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333245240099
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1333245310239
activated,view,com.android.ide.eclipse.ddms,14.0.0.v201110171935-205994,"com.android.ide.eclipse.ddms.views.LogCatView",1333245312717
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1333245324898
